GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Druck,Optimismus Zukunft,Zufriedenheit Wahlergebnis,Resilienz
GBS-13186,NEGATIV,1.0,1981,1,1.0,1.0,3.0,5.0,1.0,3.0,1,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0
GBS-13240,,0.0,1968,1,1.0,2.0,3.0,4.0,1.0,0.0,1,3.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,1.0
GBS-13246,NEGATIV,1.0,1967,1,1.0,2.0,2.0,5.0,1.0,0.0,1,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0
GBS-13275,NEGATIV,0.0,1986,1,1.0,2.0,3.0,2.0,1.0,0.0,2,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0
GBS-13305,,1.0,1982,1,1.0,2.0,2.0,6.0,1.0,0.0,1,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0
GBS-13315,POSITIV,1.0,1949,1,1.0,1.0,3.0,2.0,1.0,4.0,2,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,5.0,3.0,2.0
GBS-13345,,1.0,1995,1,1.0,2.0,2.0,1.0,1.0,0.0,2,0.0,2.0,4.0,1.0,2.0,3.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0
GBS-13373,NEGATIV,1.0,1996,1,1.0,2.0,3.0,8.0,1.0,0.0,1,0.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,4.0,2.0
GBS-13381,POSITIV,0.0,1976,1,1.0,1.0,3.0,2.0,1.0,0.0,1,4.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,1.0
GBS-13454,,1.0,1949,1,1.0,1.0,3.0,5.0,1.0,0.0,2,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0
GBS-13474,,0.0,1982,1,1.0,2.0,3.0,2.0,1.0,0.0,1,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,2.0
GBS-13496,POSITIV,0.0,1965,1,1.0,1.0,3.0,5.0,1.0,0.0,2,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0
GBS-13506,NEGATIV,1.0,1954,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,5.0,2.0,5.0,2.0,5.0,3.0,4.0,4.0,2.0
GBS-13515,,0.0,1978,1,1.0,1.0,3.0,2.0,1.0,0.0,3,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,5.0,4.0,2.0
GBS-13538,,0.0,1964,1,1.0,0.0,3.0,2.0,1.0,0.0,1,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,2.0
GBS-13608,POSITIV,0.0,1960,1,1.0,2.0,3.0,2.0,1.0,0.0,3,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,1.0,2.0
GBS-13638,,0.0,1989,1,1.0,2.0,2.0,1.0,1.0,2.0,3,0.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,1.0
GBS-13836,,1.0,1982,1,1.0,1.0,3.0,2.0,1.0,0.0,4,0.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0
GBS-13969,NEGATIV,1.0,1979,1,1.0,2.0,2.0,1.0,1.0,0.0,1,2.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,4.0,4.0
GBS-14001,,0.0,1988,1,1.0,2.0,3.0,2.0,1.0,0.0,1,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,3.0,4.0,4.0,2.0
GBS-14092,,1.0,1965,1,1.0,2.0,1.0,1.0,1.0,0.0,4,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0
GBS-14152,NEGATIV,1.0,1962,1,1.0,1.0,2.0,6.0,1.0,0.0,3,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,1.0,3.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,5.0,3.0,2.0
GBS-14296,,1.0,1973,1,1.0,1.0,2.0,1.0,1.0,0.0,1,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,5.0,5.0,4.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0
GBS-14324,,1.0,1950,1,1.0,1.0,3.0,2.0,1.0,0.0,2,0.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0
GBS-14417,NEGATIV,1.0,1972,1,0.0,1.0,3.0,1.0,1.0,0.0,1,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0
GBS-14463,,0.0,1986,1,1.0,2.0,2.0,6.0,1.0,0.0,1,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0
GBS-14469,,1.0,1967,1,1.0,2.0,2.0,4.0,1.0,4.0,1,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,1.0,4.0,1.0,4.0,4.0,5.0,1.0,5.0,3.0,5.0,2.0,2.0
GBS-14554,NEGATIV,0.0,1958,0,1.0,2.0,2.0,5.0,1.0,0.0,2,2.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,5.0,1.0,5.0,4.0,5.0,4.0,2.0
GBS-14585,POSITIV,1.0,1963,1,1.0,1.0,2.0,2.0,1.0,0.0,2,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0
GBS-14780,,1.0,1943,1,1.0,2.0,3.0,2.0,1.0,8.0,1,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0
GBS-14829,,1.0,1985,1,1.0,1.0,3.0,2.0,1.0,0.0,3,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,3.0,5.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0
GBS-14843,NEGATIV,0.0,1983,1,1.0,2.0,3.0,5.0,1.0,3.0,2,2.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,1.0
GBS-14859,NEGATIV,0.0,1947,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0
GBS-14885,POSITIV,0.0,1971,1,1.0,1.0,3.0,5.0,1.0,3.0,4,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0
GBS-14919,NEGATIV,1.0,1970,1,1.0,1.0,1.0,1.0,1.0,0.0,2,2.0,3.0,4.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,2.0,5.0,2.0,5.0,4.0,3.0,3.0,2.0
GBS-15191,,0.0,1974,1,1.0,1.0,3.0,2.0,1.0,0.0,2,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,5.0,3.0,1.0
GBS-15251,,1.0,1970,1,1.0,2.0,1.0,1.0,1.0,0.0,1,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,4.0,1.0
GBS-15259,,1.0,1967,0,1.0,1.0,2.0,1.0,1.0,0.0,3,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,5.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,5.0,3.0,2.0,3.0,2.0
GBS-15333,POSITIV,1.0,1961,1,1.0,2.0,3.0,4.0,1.0,0.0,1,0.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0
GBS-15360,,0.0,1959,1,1.0,1.0,3.0,2.0,1.0,4.0,2,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,5.0,4.0,4.0,3.0,2.0
GBS-15396,,0.0,1956,1,1.0,1.0,2.0,5.0,1.0,0.0,2,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0
GBS-15399,,1.0,1978,1,1.0,2.0,3.0,1.0,1.0,0.0,2,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0
GBS-15434,,0.0,1956,1,1.0,0.0,2.0,1.0,1.0,0.0,1,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0
GBS-15526,POSITIV,0.0,1957,1,1.0,1.0,3.0,5.0,1.0,0.0,1,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0
GBS-15615,NEGATIV,1.0,1946,1,1.0,2.0,3.0,2.0,1.0,0.0,1,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0
GBS-15641,,1.0,1973,1,1.0,1.0,2.0,6.0,1.0,0.0,2,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,5.0,2.0,4.0,3.0,5.0,3.0,5.0,2.0,2.0
GBS-15827,POSITIV,1.0,1955,1,1.0,1.0,2.0,4.0,1.0,0.0,1,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0
GBS-15924,POSITIV,0.0,1965,1,1.0,2.0,3.0,2.0,1.0,0.0,1,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0
GBS-15994,NEGATIV,1.0,1974,1,1.0,1.0,2.0,6.0,1.0,0.0,3,1.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,2.0,5.0,2.0,5.0
GBS-16002,POSITIV,1.0,1996,1,1.0,2.0,2.0,8.0,1.0,5.0,1,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0
GBS-16118,POSITIV,0.0,1952,1,1.0,1.0,3.0,1.0,1.0,0.0,1,1.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,1.0
GBS-16120,,0.0,1963,1,1.0,1.0,3.0,2.0,1.0,0.0,1,1.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,5.0,3.0,5.0,5.0,1.0
GBS-16153,,0.0,1968,1,1.0,1.0,2.0,6.0,1.0,0.0,1,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,5.0,1.0,3.0,4.0,5.0,4.0,1.0
GBS-16304,,1.0,1981,1,1.0,2.0,3.0,2.0,1.0,0.0,1,3.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,1.0
GBS-16462,,1.0,1957,1,1.0,1.0,2.0,6.0,1.0,3.0,2,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0
GBS-16609,,0.0,1942,0,1.0,1.0,1.0,1.0,1.0,0.0,2,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0
GBS-16614,POSITIV,0.0,1954,1,1.0,1.0,3.0,2.0,1.0,0.0,2,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,5.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,5.0,2.0,1.0
GBS-16623,NEGATIV,0.0,1963,1,1.0,2.0,3.0,2.0,1.0,0.0,3,4.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,2.0
GBS-16739,POSITIV,0.0,1951,1,1.0,1.0,3.0,2.0,1.0,0.0,1,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,4.0,1.0
GBS-16786,,0.0,1990,1,1.0,2.0,3.0,5.0,1.0,5.0,1,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0
GBS-16831,,0.0,1968,1,1.0,2.0,3.0,2.0,1.0,2.0,1,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0
GBS-16879,POSITIV,1.0,1985,1,1.0,2.0,3.0,2.0,2.0,0.0,2,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0
GBS-16911,POSITIV,1.0,1959,1,1.0,1.0,3.0,2.0,1.0,0.0,1,1.0,4.0,4.0,3.0,2.0,3.0,0.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0
GBS-16915,POSITIV,1.0,1961,1,1.0,1.0,3.0,5.0,1.0,0.0,3,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0
GBS-16983,,0.0,1978,1,1.0,2.0,3.0,2.0,1.0,4.0,1,4.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,1.0,2.0
GBS-17012,NEGATIV,1.0,1986,1,1.0,1.0,3.0,2.0,1.0,3.0,2,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,3.0,5.0,3.0,3.0
GBS-17060,,1.0,1960,1,1.0,0.0,2.0,3.0,1.0,0.0,2,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,5.0
GBS-17080,,0.0,1953,1,1.0,1.0,3.0,2.0,1.0,0.0,2,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0
GBS-17251,NEGATIV,1.0,1973,1,1.0,1.0,3.0,2.0,1.0,0.0,1,2.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,1.0,5.0,4.0,5.0,4.0,2.0
GBS-17260,NEGATIV,0.0,1965,1,1.0,1.0,3.0,2.0,1.0,0.0,1,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,5.0,1.0,5.0,3.0,4.0,3.0,1.0
GBS-17363,,1.0,1975,1,1.0,1.0,3.0,2.0,1.0,0.0,4,0.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0
GBS-17401,,0.0,1995,1,1.0,2.0,3.0,8.0,1.0,5.0,1,0.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0
GBS-17417,,0.0,1975,0,1.0,2.0,3.0,5.0,1.0,4.0,1,0.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0,3.0,1.0
